Type,Cases,Deaths
Linear Model,571823.0,14461.427929362313
Linear Model,580573.0,14605.44068919415
Linear Model,587429.0,14718.280858497817
Linear Model,591149.0,14779.506854677753
Linear Model,598091.0,14893.762463678053
Linear Model,608734.0,15068.931355436938
Linear Model,618801.0,15234.620092948608
Linear Model,626129.0,15355.228721982632
Linear Model,634437.0,15491.966780117822
Linear Model,642978.0,15632.539692314818
Linear Model,652373.0,15787.168249871404
Linear Model,659647.0,15906.888114444751
Linear Model,666375.0,16017.621582804592
Linear Model,674624.0,16153.388583473487
Linear Model,681015.0,16258.575503254662
Linear Model,688097.0,16375.13531641227
Linear Model,695359.0,16494.657677772135
Linear Model,702203.0,16607.300343862316
Linear Model,708263.0,16707.039466671566
Linear Model,714316.0,16806.66337927295
Linear Model,720440.0,16907.455852554114
Linear Model,725599.0,16992.365775750965
Linear Model,731371.0,17087.364821436608
Linear Model,737654.0,17190.77421229643
Linear Model,743384.0,17285.08199673488
Linear Model,748123.0,17363.079307459804
Linear Model,752510.0,17435.283190589205
Linear Model,758142.0,17527.978032117535
Linear Model,762368.0,17597.532080466037
Linear Model,766633.0,17667.728014258355
Linear Model,771358.0,17745.494904567546
Linear Model,776171.0,17824.710151775616
Linear Model,780147.0,17890.149549843205
Linear Model,783735.0,17949.20301067482
Linear Model,788323.0,18024.715072630075
Linear Model,791385.0,18075.11130927066
Linear Model,794681.0,18129.358858574167
Linear Model,798650.0,18194.683046433893
Linear Model,802904.0,18264.697935613847
Linear Model,806010.0,18315.81835070387
Linear Model,808973.0,18364.58518583321
Linear Model,812700.0,18425.926392221016
Linear Model,815526.0,18472.438398996415
Linear Model,818967.0,18529.072445462858
Linear Model,822038.0,18579.61680951355
Linear Model,824754.0,18624.318370165354
Linear Model,828335.0,18683.256620789103
Linear Model,830352.0,18716.45361925548
Linear Model,832058.0,18744.531992772412
Linear Model,836455.0,18816.90046191305
Linear Model,838998.0,18858.754684570464
Linear Model,842393.0,18914.631635385216
Linear Model,845454.0,18965.011413424672
Linear Model,848060.0,19007.902527952876
Linear Model,850617.0,19049.98717102602
Linear Model,853901.0,19104.03721711605
Linear Model,857206.0,19158.432893829675
Linear Model,860200.0,19207.709945593848
Linear Model,863301.0,19258.74806767825
Linear Model,866528.0,19311.859973504233
Linear Model,869058.0,19353.50023434704
Linear Model,871243.0,19389.462277802188
Linear Model,874909.0,19449.79950952145
Linear Model,877747.0,19496.509019510333
Linear Model,880487.0,19541.605586589103
Linear Model,883619.0,19593.15392530834
Linear Model,886492.0,19640.439486336552
Linear Model,889255.0,19685.914601241166
Linear Model,891807.0,19727.916951308696
Linear Model,895889.0,19795.100961095384
Linear Model,898963.0,19845.694700949454
Linear Model,901948.0,19894.823625303514
Linear Model,905071.0,19946.223836612637
Linear Model,908645.0,20005.046877028522
Linear Model,911560.0,20053.02369930393
Linear Model,914204.0,20096.54024067483
Linear Model,917994.0,20158.91833893342
Linear Model,921011.0,20208.573938523434
Linear Model,924444.0,20265.076316180886
Linear Model,928117.0,20325.528758108012
Linear Model,932391.0,20395.872819310443
Linear Model,935714.0,20450.564750844293
Linear Model,938856.0,20502.27767557477
Linear Model,943715.0,20582.250018434526
Linear Model,947393.0,20642.78475336727
Linear Model,951589.0,20711.845043682057
Linear Model,956755.0,20796.870177086777
Linear Model,961839.0,20880.545705199354
Linear Model,966076.0,20950.28079816021
Linear Model,970166.0,21017.59647675589
Linear Model,976479.0,21121.499625649423
Linear Model,980365.0,21185.45774961588
Linear Model,989493.0,21335.691860672458
Linear Model,995249.0,21430.42756874012
Linear Model,998882.0,21490.221666622303
Linear Model,1005978.0,21607.01190019564
Linear Model,1009472.0,21664.51825252163
Linear Model,1017761.0,21800.943597235477
Linear Model,1028626.0,21979.766298443807
Linear Model,1036386.0,22107.485043163244
Linear Model,1044733.0,22244.864986742257
Linear Model,1053999.0,22397.370384753893
Linear Model,1061369.0,22518.670275035103
Linear Model,1069041.0,22644.94066285566
Linear Model,1079582.0,22818.43077729994
Linear Model,1087048.0,22941.310693289022
Linear Model,1096000.0,23088.64809054784
Linear Model,1105778.0,23249.580292334773
Linear Model,1115036.0,23401.95402153742
Linear Model,1122116.0,23518.48091749278
Linear Model,1130006.0,23648.33928035829
Linear Model,1140322.0,23818.126209549744
Linear Model,1147636.0,23938.504418168042
Linear Model,1155855.0,24073.77766080322
Linear Model,1164756.0,24220.275669404735
Linear Model,1173220.0,24359.58126931521
Linear Model,1180681.0,24482.37889229868
Linear Model,1187484.0,24594.346755742794
Linear Model,1196400.0,24741.091643361156
Linear Model,1203429.0,24856.77915065921
Linear Model,1211651.0,24992.101769097768
Linear Model,1220914.0,25144.557791306033
Linear Model,1229305.0,25282.66191333448
Linear Model,1235669.0,25387.40445088532
Linear Model,1241406.0,25481.827445531635
Linear Model,1252391.0,25662.625178874805
Linear Model,1259137.0,25773.65490205487
Linear Model,1266916.0,25901.686360195657
Linear Model,1275006.0,26034.836443285894
Linear Model,1282734.0,26162.02851276937
Linear Model,1288676.0,26259.82552064603
Linear Model,1294120.0,26349.426145163117
Linear Model,1302993.0,26495.463312933163
Linear Model,1308541.0,26586.77563196711
Linear Model,1315211.0,26696.554501461782
Linear Model,1321104.0,26793.545037883385
Linear Model,1327839.0,26904.393716451093
Linear Model,1332229.0,26976.64697538386
Linear Model,1336374.0,27044.867877041346
Linear Model,1342824.0,27151.02585428882
Linear Model,1346736.0,27215.411901884487
Linear Model,1351766.0,27298.198665536394
Linear Model,1356616.0,27378.022880986042
Linear Model,1360950.0,27449.35445825589
Linear Model,1364195.0,27502.762618902096
Linear Model,1367023.0,27549.307542879746
Linear Model,1368739.0,27577.55050240791
Linear Model,1372492.0,27639.31963242493
Linear Model,1374976.0,27680.202797616046
Linear Model,1379674.0,27757.5253056949
Linear Model,1382769.0,27808.46467617256
Linear Model,1384928.0,27843.998795998494
Linear Model,1386871.0,27875.97785798173
Linear Model,1389814.0,27924.415521088595
Linear Model,1391540.0,27952.823066627992
Linear Model,1393732.0,27988.90032029101
Linear Model,1395909.0,28024.73069493717
Linear Model,1397898.0,28057.46685257209
Linear Model,1399231.0,28079.4061678699
Linear Model,1400580.0,28101.60882078569
Linear Model,1402369.0,28131.053258195876
Linear Model,1403490.0,28149.50335005548
Linear Model,1404927.0,28173.154359870146
Linear Model,1406417.0,28197.677675544364
Linear Model,1407798.0,28220.407003696113
Linear Model,1408935.0,28239.120433173688
Linear Model,1409909.0,28255.151110668114
Linear Model,1411228.0,28276.86000555019
Linear Model,1412121.0,28291.557536353597
Linear Model,1413203.0,28309.365742769376
Linear Model,1414304.0,28327.486662606505
Linear Model,1415272.0,28343.418588494183
Linear Model,1416009.0,28355.548577522306
Linear Model,1416589.0,28365.09456617402
Linear Model,1417625.0,28382.14567693811
Linear Model,1418135.0,28390.539563511164
Linear Model,1418853.0,28402.356839117936
Linear Model,1419569.0,28414.141197522462
Linear Model,1420191.0,28424.378447421368
Linear Model,1420724.0,28433.150881820264
Linear Model,1421122.0,28439.70140506747
Linear Model,1422053.0,28455.02436271358
Linear Model,1422618.0,28464.323472348435
Linear Model,1423170.0,28473.40862016868
Linear Model,1423321.0,28475.89386893835
Linear Model,1424160.0,28489.702635281086
Linear Model,1424502.0,28495.331476865373
Linear Model,1424784.0,28499.97280238224
Linear Model,1425594.0,28513.304269292385
Linear Model,1425884.0,28518.077263618237
Linear Model,1426435.0,28527.145952837367
Linear Model,1427027.0,28536.88944470256
Linear Model,1427582.0,28546.023968326175
Linear Model,1427899.0,28551.24134488237
Linear Model,1428162.0,28555.569956977888
Linear Model,1428689.0,28564.243639770044
Linear Model,1429029.0,28569.839564152084
Linear Model,1429369.0,28575.435488534116
Linear Model,1429747.0,28581.656839758856
Linear Model,1430127.0,28587.911108185835
Linear Model,1430437.0,28593.01327453417
