Country,Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
United States,2020-03-04,107.0,11.0,2370.0,3.260207190737355e-05,0.0010054844606946986,10.2803738317757,22.149532710280372
United States,2020-03-05,184.0,12.0,3587.0,5.606337599024985e-05,0.0023461304082876295,6.521739130434782,19.494565217391305
United States,2020-03-06,237.0,14.0,5129.0,7.221206581352834e-05,0.001614868982327849,5.9071729957805905,21.641350210970465
United States,2020-03-07,403.0,17.0,6928.0,0.00012279098110907984,0.00505789152955515,4.218362282878412,17.19106699751861
United States,2020-03-08,519.0,21.0,8566.0,0.00015813528336380256,0.0035344302254722722,4.046242774566474,16.504816955684007
United States,2020-03-09,594.0,22.0,11005.0,0.00018098720292504568,0.0022851919561243123,3.7037037037037033,18.526936026936028
United States,2020-03-10,782.0,28.0,14482.0,0.00023826934795856186,0.005728214503351617,3.580562659846547,18.51918158567775
United States,2020-03-11,1147.0,33.0,19333.0,0.0003494820231566118,0.011121267519804995,2.877070619006103,16.855274629468177
United States,2020-03-12,1586.0,43.0,28295.0,0.0004832419256550883,0.01337599024984765,2.711223203026482,17.840479192938208
United States,2020-03-13,2219.0,51.0,40157.0,0.0006761121267519805,0.01928702010968922,2.298332582244254,18.096890491212257
United States,2020-03-14,2978.0,58.0,53150.0,0.0009073735527117611,0.023126142595978054,1.9476158495634655,17.847548690396238
United States,2020-03-15,3212.0,70.0,67578.0,0.0009786715417428398,0.007129798903107872,2.179327521793275,21.03922789539228
United States,2020-03-16,4679.0,97.0,95122.0,0.0014256550883607556,0.04469835466179158,2.0730925411412695,20.329557597777303
United States,2020-03-17,6512.0,134.0,135316.0,0.001984156002437538,0.055850091407678236,2.057739557739558,20.779484029484028
United States,2020-03-18,9169.0,194.0,186175.0,0.0027937233394271783,0.08095673369896404,2.1158250627113095,20.304831497437014
United States,2020-03-19,13663.0,266.0,246924.0,0.004163010359536868,0.136928702010969,1.9468637927248775,18.072458464466077
United States,2020-03-20,20030.0,372.0,323315.0,0.006102985984156002,0.1939975624619134,1.8572141787319023,16.14153769345981
United States,2020-03-21,26025.0,475.0,399771.0,0.00792961608775137,0.18266301035953686,1.8251681075888568,15.361037463976945
United States,2020-03-22,34898.0,603.0,474222.0,0.010633150517976843,0.2703534430225472,1.7278927159149522,13.588801650524385
United States,2020-03-23,46136.0,792.0,554692.0,0.014057282145033516,0.34241316270566724,1.7166637766603086,12.022975550546212
United States,2020-03-24,56755.0,1033.0,659499.0,0.017292809262644728,0.32355271176112127,1.8201039555986256,11.620103955598626
United States,2020-03-25,68837.0,1369.0,774532.0,0.02097410115783059,0.36812918951858625,1.9887560468933858,11.251681508491073
United States,2020-03-26,86693.0,1785.0,904058.0,0.02641468616697136,0.5440585009140769,2.058989768493419,10.42826987184663
United States,2020-03-27,105383.0,2311.0,1040351.0,0.03210938452163315,0.5694698354661791,2.192953322642172,9.872095119706215
United States,2020-03-28,125013.0,2985.0,1162389.0,0.03809049360146252,0.5981109079829371,2.3877516738259223,9.298144992920736
United States,2020-03-29,143912.0,3577.0,1272572.0,0.043848872638634975,0.5758379037172454,2.485546722997387,8.842709433542721
United States,2020-03-30,165987.0,4288.0,1396200.0,0.05057495429616087,0.6726081657525896,2.5833348394753806,8.411502105586582
United States,2020-03-31,192301.0,5370.0,1538706.0,0.058592626447288236,0.8017672151127364,2.792497178901826,8.001549653927956
United States,2020-04-01,224587.0,6655.0,1692347.0,0.0684299207800122,0.9837294332723963,2.9632169270705786,7.535373819499793
United States,2020-04-02,256809.0,8170.0,1854589.0,0.07824771480804388,0.9817794028031679,3.1813526784497426,7.221666686136389
United States,2020-04-03,289116.0,9600.0,2024620.0,0.08809140767824497,0.9843692870201093,3.320466525546839,7.002794725992335
United States,2020-04-04,321502.0,11165.0,2173339.0,0.09795917123705059,0.9867763558805615,3.4727622223189902,6.759954836983907
United States,2020-04-05,351397.0,12783.0,2312922.0,0.1070679463741621,0.9108775137111516,3.637765831808468,6.5820766824987125
United States,2020-04-06,382787.0,14556.0,2456954.0,0.1166322364411944,0.95642900670323,3.802636975654868,6.418593107916413
United States,2020-04-07,413566.0,17128.0,2637414.0,0.12601035953686776,0.9378123095673361,4.141539681695304,6.377250547675582
United States,2020-04-08,444801.0,19287.0,2806581.0,0.13552742230347348,0.9517062766605716,4.336096366689823,6.309745256867678
United States,2020-04-09,480743.0,21500.0,2981651.0,0.14647867154174285,1.0951249238269374,4.472244005632947,6.202172470529992
United States,2020-04-10,515146.0,23697.0,3154683.0,0.15696099939061547,1.0482327848872623,4.60005513000198,6.123861973110536
United States,2020-04-11,544229.0,25821.0,3365430.0,0.16582236441194392,0.8861365021328449,4.744510123495807,6.183849078237286
United States,2020-04-12,571485.0,27695.0,3477089.0,0.17412705667276052,0.8304692260816593,4.84614644303875,6.084304924888667
United States,2020-04-13,598424.0,29706.0,3591307.0,0.18233516148689824,0.8208104814137723,4.964038875446172,6.001275015707926
United States,2020-04-14,627242.0,32158.0,3753822.0,0.1911157830591103,0.8780621572212072,5.12688882440908,5.984647074016089
United States,2020-04-15,652650.0,34766.0,3926039.0,0.19885740402193786,0.7741620962827545,5.32689803110396,6.015535126024669
United States,2020-04-16,682652.0,36916.0,4110241.0,0.20799878123095675,0.9141377209018892,5.407733369271606,6.020990197055015
United States,2020-04-17,715718.0,39029.0,4308811.0,0.21807373552711762,1.0074954296160872,5.453125392962033,6.02026356749446
United States,2020-04-18,743625.0,41006.0,4475898.0,0.2265767824497258,0.8503046922608171,5.5143385442931585,6.0190257186081695
United States,2020-04-19,769687.0,42985.0,4610188.0,0.23451767215112734,0.7940889701401554,5.58473769207483,5.989691913725969
United States,2020-04-20,799507.0,45214.0,4770524.0,0.24360359536867762,0.9085923217550279,5.655235038592533,5.966832060257134
United States,2020-04-21,825433.0,47726.0,4991657.0,0.25150304692260816,0.7899451553930542,5.7819350571154775,6.047319406905224
United States,2020-04-22,854344.0,50184.0,5227426.0,0.26031200487507616,0.8808957952468,5.873980504340172,6.118643075857032
United States,2020-04-23,887956.0,52641.0,5460500.0,0.2705533211456429,1.0241316270566736,5.9283342868340325,6.149516417480146
United States,2020-04-24,920283.0,54829.0,5719844.0,0.2804031078610604,0.9849786715417475,5.957841229274038,6.2153098557726265
United States,2020-04-25,950663.0,56545.0,5939329.0,0.28965965874466787,0.9256550883607495,5.947954217214723,6.24756512034233
United States,2020-04-26,977151.0,57951.0,6110878.0,0.2977303473491773,0.8070688604509435,5.930608472999567,6.253770399866551
United States,2020-04-27,1000866.0,59471.0,6336656.0,0.3049561243144424,0.7225776965265107,5.941954267604254,6.3311732040053315
United States,2020-04-28,1025441.0,61694.0,6606317.0,0.31244393662400977,0.7487812309567354,6.016338336384053,6.442415507084269
United States,2020-04-29,1051900.0,64105.0,6901052.0,0.3205057891529555,0.8061852528945757,6.094210476281015,6.5605589884970055
United States,2020-04-30,1081105.0,66292.0,7223600.0,0.3294043266301036,0.8898537477148083,6.131874332280398,6.6816821677820375
United States,2020-05-01,1116012.0,68206.0,7560157.0,0.3400402193784278,1.0635892748324216,6.111583029573159,6.774261387870381
United States,2020-05-02,1143360.0,69938.0,7828463.0,0.3483729433272395,0.8332723948811682,6.1168835712286596,6.846892492303387
United States,2020-05-03,1167681.0,71135.0,8043981.0,0.35578336380255937,0.7410420475319868,6.091989164848961,6.8888514928306614
United States,2020-05-04,1191749.0,72526.0,8294797.0,0.3631166971358928,0.7333333333333414,6.085677437111338,6.960187925477596
United States,2020-05-05,1216277.0,74742.0,8614238.0,0.3705901889092017,0.7473491773308916,6.145146212581509,7.082463945301933
United States,2020-05-06,1240846.0,77049.0,8973830.0,0.37807617306520414,0.7485984156002434,6.20939262406455,7.2320255696516735
United States,2020-05-07,1268275.0,78973.0,9336069.0,0.386433577087142,0.8357404021937853,6.22680412371134,7.361233959511935
United States,2020-05-08,1295105.0,80731.0,9739224.0,0.3946084704448507,0.8174893357708712,6.233548631192066,7.520026561552925
United States,2020-05-09,1320281.0,82194.0,10074638.0,0.40227940280316876,0.7670932358318061,6.2254929064343125,7.630677105858526
United States,2020-05-10,1339086.0,83181.0,10323429.0,0.40800914076782446,0.5729737964655701,6.211774299783584,7.709309932297104
United States,2020-05-11,1358384.0,84225.0,10643098.0,0.41388909201706275,0.5879951249238291,6.200382218871836,7.835117315869445
United States,2020-05-12,1381311.0,85824.0,11064763.0,0.4208747714808044,0.6985679463741623,6.213227868307716,8.01033438523258
United States,2020-05-13,1401744.0,87550.0,11515006.0,0.4271005484460695,0.6225776965265106,6.245790957550024,8.214771028090722
United States,2020-05-14,1428561.0,89330.0,11964990.0,0.43527148080438754,0.8170932358318062,6.253145647963231,8.375554141545233
United States,2020-05-15,1453294.0,90997.0,12410121.0,0.4428074344911639,0.7535953686776342,6.261430928635224,8.539305192204743
United States,2020-05-16,1477429.0,92197.0,12775844.0,0.45016118220597195,0.7353747714808068,6.240367557425771,8.647348874294467
United States,2020-05-17,1495817.0,93022.0,13080213.0,0.4557638634978671,0.5602681291895173,6.218808851617544,8.744527572557338
United States,2020-05-18,1518206.0,94247.0,13432802.0,0.4625856185252895,0.6821755027422383,6.207787349015878,8.847812483944866
United States,2020-05-19,1539185.0,95706.0,13866085.0,0.4689777574649604,0.6392138939670888,6.217966001487801,9.008718899937305
United States,2020-05-20,1561910.0,97204.0,14328484.0,0.475901889092017,0.6924131627056629,6.223405958089775,9.173693746758776
United States,2020-05-21,1587679.0,98389.0,14787672.0,0.48375350396099936,0.7851614868982337,6.1970335313372535,9.314018765758066
United States,2020-05-22,1611328.0,99612.0,15279129.0,0.4909591712370506,0.7205667276051209,6.181981570480994,9.482320793780037
United States,2020-05-23,1632427.0,100697.0,15669079.0,0.4973878732480195,0.6428702010968901,6.168545362212216,9.59863993918258
United States,2020-05-24,1652504.0,101337.0,16015495.0,0.5035051797684339,0.6117306520414423,6.132330088157124,9.691652788737576
United States,2020-05-25,1671166.0,101934.0,16344546.0,0.5091913467397928,0.568616697135893,6.099573591133376,9.780324635613697
United States,2020-05-26,1690829.0,102612.0,16805243.0,0.5151825106642292,0.5991163924436327,6.068739062317952,9.939055339126547
United States,2020-05-27,1709380.0,104071.0,17358158.0,0.5208348567946374,0.5652346130408215,6.088230820531421,10.154651394072705
United States,2020-05-28,1731700.0,105163.0,17893340.0,0.5276355880560634,0.6800731261425996,6.072818617543454,10.332817462608997
United States,2020-05-29,1756178.0,106294.0,18439206.0,0.5350938452163315,0.7458257160268156,6.0525755361928,10.499622475626047
United States,2020-05-30,1779810.0,107247.0,18892509.0,0.5422943327239489,0.720048750761737,6.025755558177559,10.61490215247695
United States,2020-05-31,1798793.0,107865.0,19265686.0,0.5480783059110299,0.5783973187081015,5.996521000470871,10.710340767392356
United States,2020-06-01,1816207.0,108643.0,19704512.0,0.5533842169408897,0.5305911029859778,5.981862199628126,10.849265529755144
United States,2020-06-02,1837709.0,109623.0,20225817.0,0.5599357099329677,0.6551492992078023,5.965199060351775,11.005995508538076
United States,2020-06-03,1857566.0,110630.0,20807703.0,0.5659859841560024,0.6050274223034724,5.955643029642015,11.201595528772598
United States,2020-06-04,1879224.0,111636.0,21425678.0,0.5725850091407678,0.6599024984765389,5.940537157890704,11.401343320434393
United States,2020-06-05,1904627.0,112525.0,21998346.0,0.5803251066422913,0.7740097501523491,5.907980932749561,11.549949675185745
United States,2020-06-06,1925769.0,113167.0,22462639.0,0.5867669104204754,0.6441803778184041,5.876457664444698,11.664243738475383
United States,2020-06-07,1943697.0,113629.0,22868165.0,0.5922294332723949,0.5462522851919505,5.8460243546190584,11.765293150115475
United States,2020-06-08,1961313.0,114137.0,23317133.0,0.5975968921389397,0.5367458866544883,5.819417910348832,11.888532325029203
United States,2020-06-09,1979696.0,115044.0,23877197.0,0.6031980499695307,0.5601157830591008,5.81119525422085,12.06104220041865
United States,2020-06-10,2000807.0,115925.0,24505756.0,0.6096304082876295,0.6432358318098741,5.793912156444875,12.247935957841012
United States,2020-06-11,2023973.0,116751.0,25120409.0,0.6166889092017063,0.7058500914076782,5.768406989618933,12.41143483633428
United States,2020-06-12,2048801.0,117578.0,25736763.0,0.6242538086532602,0.7564899451553919,5.7388687334689905,12.561865696082734
United States,2020-06-13,2074013.0,118317.0,26268425.0,0.6319357099329677,0.768190127970747,5.704737627006196,12.665506436073448
United States,2020-06-14,2092954.0,118661.0,26681565.0,0.6377068860450944,0.5771176112126741,5.669546487882677,12.74828065977561
United States,2020-06-15,2112781.0,119057.0,27187764.0,0.6437480195003047,0.604113345521029,5.635084753223358,12.868235751836087
United States,2020-06-16,2136448.0,119870.0,27860468.0,0.6509591712370506,0.7211151736745913,5.6107146066742555,13.040555164459889
United States,2020-06-17,2163520.0,120609.0,28566189.0,0.659207800121877,0.8248628884826359,5.574665360153824,13.203570570181926
United States,2020-06-18,2192057.0,121300.0,29267960.0,0.6679028031687995,0.86950030469225,5.533615229895938,13.351824336684675
United States,2020-06-19,2223601.0,121929.0,29972194.0,0.6775140158439975,0.9611212675198044,5.483402822718644,13.47912417740413
United States,2020-06-20,2255881.0,122487.0,30556271.0,0.6873494820231566,0.9835466179159091,5.429674703585872,13.545160848466741
United States,2020-06-21,2281031.0,122807.0,30977567.0,0.6950124923826935,0.766301035953687,5.383837396335254,13.580511181128182
United States,2020-06-22,2313175.0,123213.0,31525279.0,0.7048065204143815,0.9794028031688051,5.326574945691528,13.628575010537464
United States,2020-06-23,2350247.0,123961.0,32225576.0,0.7161020719073735,1.1295551492991995,5.274381799019422,13.711569890313656
United States,2020-06-24,2386125.0,124698.0,32992282.0,0.7270338208409506,1.0931748933577068,5.225962596259626,13.826719891036722
United States,2020-06-25,2426451.0,125236.0,33763659.0,0.7393208409506399,1.2287020109689295,5.161282877750262,13.91483240337431
United States,2020-06-26,2472450.0,125864.0,34573383.0,0.7533363802559415,1.4015539305301639,5.090659062872859,13.983450828125948
United States,2020-06-27,2513780.0,126371.0,35266883.0,0.7659293113954906,1.2592931139549068,5.027130456921449,14.02942302031204
United States,2020-06-28,2554514.0,126686.0,35832901.0,0.7783406459475929,1.2411334552102304,4.959299498847922,14.027286990793552
United States,2020-06-29,2595813.0,127072.0,36497550.0,0.7909241316270567,1.2583485679463768,4.8952678794658935,14.060161498536297
United States,2020-06-30,2642233.0,127627.0,37353421.0,0.8050679463741621,1.4143814747105465,4.830270456844646,14.137065504821111
United States,2020-07-01,2694053.0,128328.0,38237882.0,0.820857099329677,1.5789152955514862,4.763380675881284,14.193440886278035
United States,2020-07-02,2750689.0,129038.0,39096349.0,0.8381136502132847,1.7256550883607669,4.691115571407745,14.213293105836392
United States,2020-07-03,2802040.0,129708.0,39897341.0,0.8537599024984766,1.5646252285191897,4.629055973505017,14.238676464290302
United States,2020-07-04,2847733.0,130023.0,40517838.0,0.8676822059719683,1.392230347349177,4.565842373565218,14.228102845315906
United States,2020-07-05,2898480.0,130349.0,41044669.0,0.883144424131627,1.5462218159658647,4.497150230465623,14.16075632745439
United States,2020-07-06,2941586.0,130726.0,41769904.0,0.8962784887263863,1.3134064594759298,4.444065208360388,14.199790181215167
United States,2020-07-07,3002247.0,131885.0,42673046.0,0.9147614259597807,1.8482937233394447,4.392876402241388,14.213702603416708
United States,2020-07-08,3062366.0,132707.0,43653411.0,0.9330792199878124,1.8317794028031686,4.333479407752045,14.254798740581629
United States,2020-07-09,3124875.0,133726.0,44665066.0,0.9521252285191956,1.9046008531383163,4.279403176127046,14.29339285571423
United States,2020-07-10,3192932.0,134542.0,45680902.0,0.9728616697135893,2.0736441194393773,4.213744608403812,14.306882201061594
United States,2020-07-11,3252949.0,135271.0,46521318.0,0.9911483851310178,1.8286715417428434,4.158411336913059,14.301274935450879
United States,2020-07-12,3311373.0,135743.0,47219564.0,1.0089497257769653,1.7801340645947517,4.099296575770836,14.25981428247437
United States,2020-07-13,3370303.0,136190.0,48087508.0,1.026905240706886,1.7955514929920646,4.040882971056312,14.268007357202007
United States,2020-07-14,3438354.0,137105.0,49091316.0,1.0476398537477147,2.0734613040828798,3.9875184463263524,14.277563043246856
United States,2020-07-15,3506444.0,138086.0,50126631.0,1.0683863497867154,2.0746496039000695,3.9380637477740983,14.295574376776015
United States,2020-07-16,3582310.0,139038.0,51155389.0,1.0915021328458256,2.3115783059110218,3.8812386421052336,14.280000614128872
United States,2020-07-17,3654546.0,139962.0,52202584.0,1.1135118829981718,2.2009750152346186,3.829805398536508,14.284287022245717
United States,2020-07-18,3717082.0,140821.0,53115062.0,1.132566118220597,1.905423522242522,3.7884824709274643,14.289451241592195
United States,2020-07-19,3777538.0,141306.0,53833223.0,1.1509865935405241,1.8420475319927077,3.740690364994343,14.250875305556159
United States,2020-07-20,3839645.0,141868.0,54740984.0,1.1699101157830591,1.8923522242535018,3.694820745147012,14.256782593182443
United States,2020-07-21,3904106.0,142953.0,55777174.0,1.1895508836075563,1.9640767824497196,3.6616065240031905,14.286798053126631
United States,2020-07-22,3974685.0,144176.0,56886712.0,1.2110557586837296,2.150487507617327,3.6273566332929525,14.31225669455567
United States,2020-07-23,4043130.0,145244.0,57970381.0,1.23191042047532,2.0854661791590345,3.5923653209271036,14.33799581017677
United States,2020-07-24,4116449.0,146348.0,59044895.0,1.2542501523461305,2.233973187081051,3.555200125156415,14.343647886807295
United States,2020-07-25,4181402.0,147280.0,59926737.0,1.2740408287629494,1.9790676416818975,3.5222635852759434,14.33173299290525
United States,2020-07-26,4236218.0,147811.0,60603979.0,1.2907428397318708,1.6702010968921321,3.4892208096939297,14.306152091322968
United States,2020-07-27,4293001.0,148938.0,61401396.0,1.3080441803778184,1.7301340645947683,3.469321344206535,14.302674516032026
United States,2020-07-28,4359413.0,150269.0,62369339.0,1.3282794028031688,2.0235222425350363,3.447000777398242,14.306820436604653
United States,2020-07-29,4431286.0,151677.0,63409569.0,1.3501785496648384,2.1899146861669605,3.4228664094350942,14.309518500949837
United States,2020-07-30,4498752.0,152914.0,64447490.0,1.3707349177330896,2.055636806825123,3.399031553639765,14.325637421222597
United States,2020-07-31,4567464.0,154151.0,65437643.0,1.391670932358318,2.0936014625228427,3.37498007647132,14.326909418443146
United States,2020-08-01,4623665.0,155238.0,66230091.0,1.4087949421084704,1.712400975015238,3.357466425443885,14.324154323464178
United States,2020-08-02,4669233.0,155676.0,66854318.0,1.4226791590493602,1.3884216940889704,3.334080779434224,14.318051380173147
United States,2020-08-03,4714734.0,156259.0,67630826.0,1.436542961608775,1.3863802559414884,3.3142696915669045,14.344568749795853
United States,2020-08-04,4773508.0,157543.0,68514067.0,1.4544509445460085,1.7907982937233502,3.300361076172911,14.352980449598073
United States,2020-08-05,4827974.0,158983.0,69479241.0,1.471046313223644,1.6595368677635447,3.292954767362045,14.390972486595826
United States,2020-08-06,4887323.0,160220.0,70469172.0,1.489129494210847,1.8083180987203074,3.2782772900420127,14.418767083738889
United States,2020-08-07,4946626.0,161463.0,71484346.0,1.5071986593540525,1.8069165143205446,3.264103653682328,14.451132145425994
United States,2020-08-08,5000760.0,162533.0,72299901.0,1.5236928702010968,1.6494210847044277,3.2501659747718348,14.45778261704221
United States,2020-08-09,5046529.0,163055.0,72926432.0,1.5376383302864107,1.3945460085313943,3.231032656306939,14.450810051819776
United States,2020-08-10,5094135.0,163689.0,73711117.0,1.5521435100548446,1.4505179768433907,3.2132835113321496,14.46980046661504
United States,2020-08-11,5142138.0,164713.0,74620133.0,1.5667696526508228,1.4626142595978164,3.203200692007877,14.511499496901873
United States,2020-08-12,5198178.0,166217.0,75648439.0,1.5838446069469836,1.7074954296160794,3.1976011594831886,14.552875834571267
United States,2020-08-13,5249494.0,167281.0,76628503.0,1.599480195003047,1.5635588056063465,3.1866118905936456,14.59731223618886
United States,2020-08-14,5314830.0,168618.0,77589862.0,1.6193875685557586,1.990737355271155,3.172594419765072,14.598747655146072
United States,2020-08-15,5361781.0,169618.0,78357624.0,1.6336931748933576,1.430560633759903,3.1634637819038116,14.614103783798704
United States,2020-08-16,5400993.0,170233.0,78930303.0,1.6456407678244973,1.1947592931139672,3.1518833666327657,14.614035419042388
United States,2020-08-17,5437645.0,170726.0,79606789.0,1.6568083485679463,1.1167580743449035,3.139704780286319,14.639938613131235
United States,2020-08-18,5482678.0,171953.0,80501834.0,1.6705295551492991,1.3721206581352785,3.1362958028904853,14.682940344116506
United States,2020-08-19,5529998.0,173288.0,81506655.0,1.6849475929311395,1.4418037781840365,3.133599686654498,14.739002618084129
United States,2020-08-20,5574039.0,174392.0,82502782.0,1.6983665447897625,1.3418951858622963,3.128646929093966,14.801256682990557
United States,2020-08-21,5622882.0,175475.0,83468095.0,1.7132486288848263,1.4882084095063863,3.1207306146563276,14.844361841489826
United States,2020-08-22,5665946.0,176384.0,84262411.0,1.7263698964046312,1.3121267519804913,3.1130547308428285,14.8717285692451
United States,2020-08-23,5700193.0,176930.0,84824160.0,1.7368046922608165,1.043479585618523,3.103929989738944,14.880927715956284
United States,2020-08-24,5736675.0,177406.0,85490495.0,1.747920475319927,1.111578305911043,3.09248824449703,14.902446974946288
United States,2020-08-25,5777029.0,178629.0,86395708.0,1.7602160268129192,1.229555149299233,3.092056487859071,14.955041423541408
United States,2020-08-26,5822201.0,179791.0,87413269.0,1.7739795856185254,1.3763558805606202,3.0880246147462103,15.01378413421316
United States,2020-08-27,5867594.0,180904.0,88433265.0,1.787810481413772,1.3830895795246656,3.0831035685154764,15.071469668828485
United States,2020-08-28,5914426.0,181879.0,89420099.0,1.802079829372334,1.4269347958561829,3.0751758496936135,15.118981791301472
United States,2020-08-29,5957180.0,182795.0,90218371.0,1.8151066422912858,1.3026812918951913,3.0684820670182873,15.14447624547185
United States,2020-08-30,5991584.0,183236.0,90832704.0,1.8255892748324194,1.0482632541133574,3.058223000795783,15.16004849468855
United States,2020-08-31,6026946.0,183778.0,91493928.0,1.836363802559415,1.0774527726995498,3.0492723843883787,15.18081097789826
United States,2020-09-01,6068792.0,184805.0,92400575.0,1.8491139549055453,1.2750152346130417,3.0451694505265627,15.225530056063876
United States,2020-09-02,6109810.0,185878.0,93426748.0,1.8616118220597198,1.2497867154174447,3.0422877307150302,15.291268959263872
United States,2020-09-03,6154061.0,186908.0,94458729.0,1.875094759293114,1.348293723339422,3.037148965536741,15.349007590272505
United States,2020-09-04,6204443.0,187865.0,95457346.0,1.8904457647775745,1.5351005484460556,3.027910805208461,15.385320809619817
United States,2020-09-05,6247601.0,188622.0,96273303.0,1.9035956733698962,1.314990859232168,3.0191108555107795,15.409643317490985
United States,2020-09-06,6278819.0,189091.0,96838514.0,1.9131075563680682,0.9511882998171961,3.0115695324232155,15.423045958165062
United States,2020-09-07,6302432.0,189405.0,97252753.0,1.9203022547227302,0.7194698354662021,3.005268442404456,15.430988069367508
United States,2020-09-08,6329658.0,189862.0,97915636.0,1.9285978062157223,0.8295551492992104,2.999561745674095,15.469340681597647
United States,2020-09-09,6363707.0,191020.0,98873783.0,1.9389722730042656,1.0374466788543257,3.0017095381669834,15.537136294929983
United States,2020-09-10,6399763.0,191942.0,99960722.0,1.949958257160268,1.0985984156002493,2.9992048143032797,15.619441219932675
United States,2020-09-11,6447532.0,193096.0,101060236.0,1.9645131017672153,1.4554844606947226,2.994882382902481,15.6742511708356
United States,2020-09-12,6488633.0,193806.0,101925469.0,1.9770362583790373,1.2523156611822017,2.9868540877562344,15.70831159660286
United States,2020-09-13,6523005.0,194234.0,102552819.0,1.9875091407678247,1.0472882388787408,2.9776766996192703,15.72171399531351
United States,2020-09-14,6557428.0,194668.0,103260908.0,1.9979975624619135,1.0488421694088812,2.968663933481237,15.74716611451929
United States,2020-09-15,6596920.0,195867.0,104227335.0,2.0100304692260815,1.2032906764168017,2.969067382960533,15.799393504847718
United States,2020-09-16,6635950.0,196824.0,105366141.0,2.0219226081657524,1.1892138939670893,2.9660259646320424,15.878079400839367
United States,2020-09-17,6681080.0,197681.0,106523493.0,2.0356733698964047,1.3750761730652261,2.958818035407449,15.94405290761374
United States,2020-09-18,6730362.0,198570.0,107752172.0,2.050689213893967,1.5015843997562506,2.9503613624348883,16.009862768154225
United States,2020-09-19,6772564.0,199300.0,108690232.0,2.0635478366849482,1.2858622790981045,2.942755505891122,16.048609064454762
United States,2020-09-20,6811011.0,199567.0,109314090.0,2.0752623400365633,1.1714503351615058,2.9300642738647755,16.049612898878006
United States,2020-09-21,6862889.0,199991.0,110063465.0,2.0910691651432054,1.5806825106642108,2.914093467051558,16.03748290260851
United States,2020-09-22,6902755.0,201019.0,111092122.0,2.103216026812919,1.2146861669713793,2.912156088402384,16.09388164580664
United States,2020-09-23,6941824.0,202081.0,112296226.0,2.1151200487507618,1.1904021937842568,2.9110648728633857,16.176760747607545
United States,2020-09-24,6988927.0,202979.0,113498080.0,2.129471968312005,1.4351919561243154,2.9042941784912046,16.239700314511797
United States,2020-09-25,7037222.0,203920.0,114627155.0,2.144187081048141,1.4715112736136238,2.8977343616557785,16.288693890856365
United States,2020-09-26,7081895.0,204689.0,115565881.0,2.1577985984156003,1.3611517367459136,2.8903139625764007,16.318496814764973
United States,2020-09-27,7119423.0,205004.0,116163208.0,2.1692330895795244,1.1434491163924143,2.879503015904519,16.316379571771478
United States,2020-09-28,7152717.0,205360.0,116830539.0,2.179377513711152,1.0144424131627527,2.871076822975102,16.33372870756665
United States,2020-09-29,7196055.0,206223.0,117815008.0,2.1925822669104202,1.3204753199268282,2.86577854115901,16.37216613825214
United States,2020-09-30,7235498.0,207177.0,119016038.0,2.204600243753809,1.2017976843388567,2.863341265521737,16.448907594197387
United States,2020-10-01,7281148.0,208046.0,120240482.0,2.2185094454600853,1.390920170627652,2.8573241472361226,16.51394560308347
United States,2020-10-02,7336098.0,208901.0,121432780.0,2.2352522851919563,1.6742839731870962,2.847576463673195,16.552775058348455
United States,2020-10-03,7384675.0,209584.0,122409501.0,2.250053321145643,1.4801035953686537,2.8380937549722907,16.576152775849987
United States,2020-10-04,7420413.0,209958.0,123050881.0,2.2609424131627054,1.0889092017062563,2.829465152411328,16.582753682308518
United States,2020-10-05,7459789.0,210441.0,123857591.0,2.2729399756246194,1.1997562461913969,2.8210047227877357,16.60336384849491
United States,2020-10-06,7505078.0,211126.0,125084623.0,2.286739183424741,1.3799207800121671,2.813108671222338,16.666665289821104
United States,2020-10-07,7556134.0,212043.0,126496535.0,2.302295551492992,1.5556368068251114,2.806236628413419,16.74090679175356
United States,2020-10-08,7614733.0,213034.0,127927263.0,2.320150213284583,1.7854661791590676,2.7976555448497016,16.799966985053842
United States,2020-10-09,7671117.0,214005.0,129327625.0,2.3373299817184643,1.717976843388147,2.789750175887032,16.85903434923493
United States,2020-10-10,7726070.0,214664.0,130431445.0,2.3540737355271175,1.6743753808653228,2.7784371614546592,16.881991102850478
United States,2020-10-11,7772051.0,215135.0,131179248.0,2.3680837903717245,1.4010054844606934,2.7680595508186965,16.87833082927531
United States,2020-10-12,7813825.0,215534.0,131988289.0,2.380812004875076,1.2728214503351598,2.7583673808922007,16.891636170505482
United States,2020-10-13,7866056.0,216334.0,133052703.0,2.3967263863497865,1.591438147471047,2.7502219663831533,16.914792241499423
United States,2020-10-14,7925834.0,217321.0,134281599.0,2.41494028031688,1.8213893967093497,2.7419322685789282,16.942267400503216
United States,2020-10-15,7990714.0,218159.0,135584329.0,2.4347087141986594,1.9768433881779401,2.730156529191259,16.96773642505538
United States,2020-10-16,8059861.0,219103.0,136913726.0,2.455777269957343,2.1068555758683605,2.7184463851175598,16.987107594039152
United States,2020-10-17,8116620.0,219868.0,138030082.0,2.473071297989031,1.729402803168778,2.708861570456668,17.00585736427232
United States,2020-10-18,8165987.0,220358.0,138800744.0,2.4881130408287633,1.5041742839732475,2.6984858045941045,16.99742407133394
